real verb class vsense animrec animth defrec defth prorec proth accrec accth ldiff mod
NP give a give.a animate animate definite indef pronom nonpro given notgiven 1.9459101 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 1.2527629 wallstreet
NP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 2.944439 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 1.299283 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.2876821 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
NP cost p cost.p animate inanim definite indef nonpro nonpro given notgiven 0.9162907 wallstreet
NP give a give.a animate inanim indef definite nonpro nonpro notgiven notgiven 2.0794415 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
NP cost p cost.p animate inanim indef indef nonpro nonpro given notgiven 1.7917595 wallstreet
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 2.0794415 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.7917594 wallstreet
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 wallstreet
NP offer a offer.a animate inanim definite indef pronom nonpro given notgiven 1.0986123 wallstreet
NP send t send.t animate inanim indef indef nonpro nonpro given notgiven 0 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 2.3025851 wallstreet
NP assure a assure.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.0986123 wallstreet
NP give a give.a animate inanim indef definite nonpro nonpro notgiven notgiven 2.7725887 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.0953102000000001 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.5649494 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.5108256 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 2.3025851 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 2.0794415 wallstreet
NP pay t pay.t animate inanim definite indef nonpro nonpro given notgiven 0.9162907 wallstreet
NP pay t pay.t animate inanim definite indef nonpro nonpro given notgiven 0.9162907 wallstreet
NP give a give.a animate inanim indef definite nonpro nonpro notgiven notgiven 1.0986123 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.2527629 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.6094379 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 2.944439 wallstreet
NP give t give.t animate inanim definite indef pronom nonpro given notgiven 2.4849066 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.2527629 wallstreet
NP give c give.c animate inanim definite indef pronom nonpro given notgiven 0.6931472 wallstreet
NP owe a owe.a inanim inanim definite indef nonpro nonpro given notgiven -1.0986123 wallstreet
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 1.3862944 wallstreet
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.7080502 wallstreet
NP give a give.a animate inanim definite definite pronom nonpro given notgiven 1.0986123 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.0986123 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 2.1972246 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 1.6094379 wallstreet
NP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0.6931472 wallstreet
NP serve a serve.a animate inanim definite indef nonpro nonpro given notgiven 1.0986123 wallstreet
NP give a give.a animate inanim definite definite nonpro nonpro given notgiven 2.2512918 wallstreet
NP award a award.a animate inanim definite indef nonpro nonpro given notgiven 1.6094379 wallstreet
NP give a give.a animate inanim definite indef pronom nonpro given notgiven 2.7080502 wallstreet
NP pay t pay.t animate inanim indef indef nonpro nonpro given notgiven 1.3862944 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 1.6094379 wallstreet
NP pay t pay.t animate inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
NP give a give.a animate inanim indef indef nonpro nonpro given notgiven 1.6094379 wallstreet
PP give a give.a animate inanim definite definite nonpro pronom notgiven given -0.6931472 wallstreet
PP give a give.a inanim inanim indef definite nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP give c give.c animate inanim indef definite nonpro nonpro notgiven given 0 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven -0.287682 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.9162907 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.9162907 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -1.4469189 wallstreet
PP send t send.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.9555115 wallstreet
PP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.1541506 wallstreet
PP offer a offer.a animate inanim indef definite nonpro pronom given given -0.6931472 wallstreet
PP send a send.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP send t send.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.7917595 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP present c present.c animate inanim indef definite nonpro nonpro notgiven given 0 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.6094379 wallstreet
PP submit a submit.a animate inanim indef definite nonpro nonpro notgiven given -1.2527629 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.2231435 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -1.0116009 wallstreet
PP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.2231435 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.5108256 wallstreet
PP offer a offer.a animate inanim definite indef nonpro nonpro notgiven notgiven 0 wallstreet
PP give a give.a inanim inanim definite definite nonpro nonpro notgiven notgiven -1.6094379 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP slip t slip.t animate inanim definite indef nonpro nonpro given notgiven -0.2876821 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.2231435 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP lend a lend.a inanim inanim definite indef nonpro nonpro notgiven notgiven -2.0794415 wallstreet
PP sell a sell.a animate inanim definite definite nonpro pronom notgiven given -1.0986123 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.5389965 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro given given 1.3862944 wallstreet
PP loan t loan.t animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP send a send.a animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.2876821 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -1.7917595 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.0741079 wallstreet
PP make a make.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -1.9459101 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.287682 wallstreet
PP send c send.c animate inanim indef indef nonpro nonpro notgiven notgiven -1.5040774 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP offer a offer.a inanim inanim indef indef nonpro nonpro notgiven notgiven 1.2527629 wallstreet
PP deny p deny.p animate inanim indef indef nonpro nonpro notgiven notgiven -2.3978953 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.1335314 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 1.0116009 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.9808292 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven -0.3364722 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro given notgiven -1.2527629 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP bring a bring.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.2876821 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.8754687 wallstreet
PP offer a offer.a animate inanim indef definite pronom nonpro notgiven notgiven 0.4054651 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro given notgiven 1.2527629 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven given -1.6094379 wallstreet
PP show c show.c animate inanim indef definite nonpro nonpro notgiven given 0.4054651 wallstreet
PP offer t offer.t animate inanim indef indef nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro notgiven notgiven -1.0296194 wallstreet
PP award t award.t animate inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP send t send.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP deliver a deliver.a animate inanim definite indef nonpro nonpro given notgiven 0.6931472 wallstreet
PP lend a lend.a inanim inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP grant a grant.a animate inanim indef indef nonpro nonpro notgiven notgiven -2.5649494 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro given notgiven 0.2231435 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 1.3862944 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.4700036 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven given -0.6931472 wallstreet
PP send t send.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.8754687 wallstreet
PP give t give.t animate inanim definite definite nonpro nonpro given given 0 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven given -1.9459101 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -2.74084 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.9162907 wallstreet
PP give a give.a animate inanim definite definite nonpro pronom notgiven given -0.6931472 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.9162907 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP lend a lend.a inanim inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven given 0.6931472 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro given notgiven 1.2527629 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven given -1.299283 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.1335314 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.3364722 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0.2231435 wallstreet
PP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.1335314 wallstreet
PP offer a offer.a animate inanim definite indef nonpro nonpro notgiven notgiven 0 wallstreet
PP read c read.c animate inanim indef definite nonpro pronom notgiven given -0.6931472 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.3364722 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven given 0 wallstreet
PP lend t lend.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP lend t lend.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.6094379 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP bring a bring.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.1823216 wallstreet
PP give c give.c animate inanim definite definite nonpro nonpro notgiven notgiven 0.9162907 wallstreet
PP sell t sell.t animate inanim indef definite nonpro pronom notgiven given -1.7917595 wallstreet
PP allocate t allocate.t inanim inanim definite indef nonpro nonpro notgiven notgiven -1.2527629 wallstreet
PP send c send.c animate inanim definite indef nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP give a give.a animate inanim indef definite nonpro nonpro notgiven notgiven 0 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -1.0414538 wallstreet
PP mail a mail.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP bequeath f bequeath.f animate inanim definite definite nonpro nonpro notgiven notgiven 0 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP give a give.a animate inanim definite definite nonpro nonpro notgiven given -1.2039728 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven given 0.6931472 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.5108256 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro given notgiven 0 wallstreet
PP resell t resell.t animate inanim definite definite nonpro pronom given given -0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.2231435 wallstreet
PP give a give.a animate inanim indef definite nonpro nonpro notgiven notgiven 0.2231435 wallstreet
PP give a give.a animate inanim indef definite nonpro pronom notgiven given 0 wallstreet
PP lend a lend.a inanim inanim definite indef nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0 wallstreet
PP issue a issue.a animate inanim definite indef nonpro nonpro notgiven notgiven 1.7917595 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP cede a cede.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro given notgiven -0.2876821 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.1541507 wallstreet
PP bring a bring.a inanim inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP issue a issue.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven -0.5108256 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 1.0296194 wallstreet
PP get t get.t animate inanim indef definite nonpro nonpro notgiven given 0 wallstreet
PP issue a issue.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.2231436 wallstreet
PP send a send.a animate inanim definite indef nonpro nonpro notgiven notgiven 0.5108256 wallstreet
PP give a give.a animate inanim indef definite nonpro pronom notgiven given -0.6931472 wallstreet
PP issue a issue.a animate inanim definite indef nonpro nonpro given notgiven 1.9459101 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP hand_over a hand_over.a animate inanim definite definite nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP give c give.c inanim inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven given -0.6931472 wallstreet
PP deny p deny.p animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP deal a deal.a inanim inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.9459101 wallstreet
PP give t give.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP issue a issue.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven given -2.9957323 wallstreet
PP give t give.t animate inanim indef indef nonpro nonpro given notgiven 0.287682 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.2231435 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.3364722 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -1.0986122 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven given -0.6931472 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.2231435 wallstreet
PP give c give.c animate inanim definite indef nonpro nonpro notgiven notgiven -0.5108256 wallstreet
PP grant a grant.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP sell a sell.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro notgiven notgiven -0.9162907 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro given notgiven 1.7917595 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP repay a repay.a animate inanim indef definite nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.9808292 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.7884574 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.287682 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP bring t bring.t animate inanim indef indef nonpro nonpro notgiven notgiven -0.9162907 wallstreet
PP sell t sell.t animate inanim indef definite nonpro pronom notgiven given -1.0986123 wallstreet
PP trade t trade.t animate animate definite definite nonpro nonpro notgiven notgiven 0.5108256 wallstreet
PP supply t supply.t animate inanim definite indef nonpro nonpro notgiven given -2.5649494 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.2876821 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -0.9162907 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven -1.7917595 wallstreet
PP cede a cede.a animate inanim definite definite nonpro nonpro notgiven notgiven 1.9459101 wallstreet
PP sell_off t sell_off.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.5108256 wallstreet
PP offer a offer.a animate inanim indef definite nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.5877867 wallstreet
PP deliver a deliver.a animate inanim indef indef nonpro nonpro given notgiven 1.3862944 wallstreet
PP funnel t funnel.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.3862944 wallstreet
PP grant a grant.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -1.6094379 wallstreet
PP prepay t prepay.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.1335314 wallstreet
PP give a give.a inanim inanim indef indef nonpro nonpro notgiven notgiven -1.6094379 wallstreet
PP offer t offer.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.4054651 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.5108256 wallstreet
PP lend a lend.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.2876821 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.9162907 wallstreet
PP give c give.c animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP give t give.t animate inanim definite definite nonpro nonpro given notgiven 0 wallstreet
PP send t send.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.287682 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -1.6094379 wallstreet
PP send t send.t animate inanim definite indef nonpro nonpro given notgiven -0.6931472 wallstreet
PP extend t extend.t animate inanim definite indef nonpro nonpro notgiven notgiven 1.9459101 wallstreet
PP give a give.a animate inanim definite definite nonpro nonpro notgiven notgiven 0.9162907 wallstreet
PP give t give.t animate inanim definite definite nonpro nonpro notgiven notgiven 0 wallstreet
PP give t give.t inanim inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.2231435 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 1.3862944 wallstreet
PP issue a issue.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -2.3025851 wallstreet
PP lease t lease.t animate inanim definite definite nonpro nonpro notgiven given -0.6931471 wallstreet
PP extend a extend.a animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP send t send.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro given given 0.6931472 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven -1.178655 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP carry a carry.a animate inanim definite definite pronom nonpro given given 0.6931472 wallstreet
PP award t award.t animate inanim definite definite nonpro nonpro given given -0.6931472 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven 0.2876821 wallstreet
PP make a make.a animate inanim definite indef nonpro nonpro given notgiven 0.4054651 wallstreet
PP lend a lend.a animate inanim definite indef nonpro nonpro given notgiven -0.8109302 wallstreet
PP send t send.t animate inanim definite indef nonpro nonpro notgiven notgiven 0 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro notgiven notgiven 0 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro given notgiven 1.0986123 wallstreet
PP sell t sell.t animate inanim indef definite nonpro nonpro notgiven notgiven -0.1823216 wallstreet
PP sell t sell.t animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven -0.5596157 wallstreet
PP offer a offer.a animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro given given 0.6931472 wallstreet
PP send a send.a animate inanim definite definite nonpro nonpro notgiven given -1.3862943 wallstreet
PP send a send.a animate inanim definite definite nonpro nonpro given given 0 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven -2.1972246 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.4700036 wallstreet
PP send t send.t animate inanim definite indef nonpro nonpro notgiven notgiven -0.4054651 wallstreet
PP sell t sell.t animate inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP sell a sell.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.2231435 wallstreet
PP give a give.a animate inanim indef indef nonpro nonpro notgiven notgiven -1.0986123 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven -0.1053605 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -2.3978953 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -2.4849066 wallstreet
PP pay t pay.t animate inanim indef indef nonpro nonpro notgiven notgiven 0 wallstreet
PP tell c tell.c animate inanim definite definite nonpro pronom notgiven given -2.3025851 wallstreet
PP pay t pay.t animate inanim definite indef nonpro nonpro notgiven notgiven 0.5108256 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.1823216 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 1.0986123 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro notgiven notgiven 0 wallstreet
PP award a award.a animate inanim definite definite nonpro nonpro notgiven notgiven 0.1823216 wallstreet
PP sell t sell.t animate inanim definite definite nonpro nonpro notgiven notgiven 0.2876821 wallstreet
PP grant a grant.a inanim inanim indef indef nonpro nonpro notgiven notgiven 0.6931472 wallstreet
PP give a give.a inanim inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
PP offer a offer.a animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP pay c pay.c animate inanim definite indef nonpro nonpro given notgiven 0 wallstreet
PP give a give.a animate inanim definite indef nonpro nonpro notgiven notgiven -0.6931472 wallstreet
